t,p_1,p_2,mob_A,imm_A,diss_A,seal_A,mob_B,imm_B,diss_B,seal_B,M_C,CO2_total
600,1.10E+05,1.04E+05,1.97E-05,1.70E-07,2.96E-05,2.39E-08,0.00E+00,0.00E+00,6.01E-09,7.14E-11,3.49E-06,1.83E-04
1200,1.10E+05,1.04E+05,8.13E-05,3.39E-07,1.17E-04,3.35E-07,0.00E+00,0.00E+00,6.01E-09,7.14E-11,3.46E-06,3.67E-04
1800,1.10E+05,1.04E+05,1.62E-04,1.70E-07,1.69E-04,8.78E-07,0.00E+00,0.00E+00,6.01E-09,7.14E-11,3.34E-06,5.50E-04
2400,1.10E+05,1.04E+05,2.55E-04,0.00E+00,2.16E-04,1.43E-06,0.00E+00,0.00E+00,6.01E-09,7.14E-11,3.43E-06,7.34E-04
3000,1.10E+05,1.04E+05,3.46E-04,0.00E+00,2.61E-04,1.88E-06,0.00E+00,0.00E+00,6.01E-09,7.14E-11,4.41E-06,9.17E-04
3600,1.10E+05,1.04E+05,4.59E-04,8.50E-07,2.90E-04,2.41E-06,0.00E+00,0.00E+00,6.01E-09,7.14E-11,4.70E-05,1.10E-03
4200,1.10E+05,1.04E+05,5.54E-04,1.70E-07,3.30E-04,2.55E-06,0.00E+00,0.00E+00,6.01E-09,7.14E-11,1.33E-04,1.28E-03
4800,1.10E+05,1.04E+05,6.54E-04,1.19E-06,3.57E-04,2.69E-06,0.00E+00,0.00E+00,6.01E-09,7.14E-11,4.12E-04,1.47E-03
5400,1.10E+05,1.04E+05,7.70E-04,0.00E+00,3.82E-04,2.82E-06,0.00E+00,0.00E+00,6.01E-09,7.14E-11,5.82E-04,1.65E-03
6000,1.10E+05,1.04E+05,8.55E-04,1.19E-06,4.19E-04,2.87E-06,0.00E+00,0.00E+00,6.01E-09,7.14E-11,9.03E-04,1.83E-03
6600,1.10E+05,1.04E+05,9.77E-04,0.00E+00,4.38E-04,3.05E-06,0.00E+00,0.00E+00,6.01E-09,7.14E-11,1.29E-03,2.02E-03
7200,1.10E+05,1.04E+05,1.05E-03,1.70E-07,4.75E-04,3.12E-06,0.00E+00,0.00E+00,6.01E-09,7.14E-11,2.13E-03,2.20E-03
7800,1.10E+05,1.04E+05,1.17E-03,0.00E+00,4.99E-04,3.30E-06,0.00E+00,0.00E+00,6.01E-09,7.14E-11,4.59E-03,2.38E-03
8400,1.10E+05,1.04E+05,1.25E-03,3.41E-07,5.26E-04,3.42E-06,0.00E+00,0.00E+00,6.01E-09,7.14E-11,9.00E-03,2.66E-03
9000,1.10E+05,1.04E+05,1.35E-03,0.00E+00,5.66E-04,3.52E-06,0.00E+00,0.00E+00,6.01E-09,7.14E-11,1.57E-02,3.03E-03
9600,1.10E+05,1.04E+05,1.46E-03,0.00E+00,5.68E-04,3.75E-06,0.00E+00,0.00E+00,6.01E-09,7.14E-11,3.23E-02,3.39E-03
10200,1.10E+05,1.04E+05,1.52E-03,5.12E-07,6.31E-04,3.77E-06,0.00E+00,0.00E+00,6.01E-09,7.14E-11,3.64E-02,3.76E-03
10800,1.10E+05,1.04E+05,1.64E-03,0.00E+00,6.34E-04,3.97E-06,0.00E+00,0.00E+00,6.01E-09,7.14E-11,4.58E-02,4.13E-03
11400,1.10E+05,1.04E+05,1.70E-03,1.71E-07,6.70E-04,4.00E-06,0.00E+00,0.00E+00,6.01E-09,7.14E-11,5.96E-02,4.49E-03
12000,1.10E+05,1.04E+05,1.78E-03,0.00E+00,7.08E-04,4.06E-06,0.00E+00,0.00E+00,6.01E-09,7.14E-11,6.45E-02,4.86E-03
12600,1.10E+05,1.04E+05,1.86E-03,0.00E+00,7.07E-04,4.22E-06,0.00E+00,0.00E+00,6.01E-09,7.14E-11,6.93E-02,5.23E-03
13200,1.10E+05,1.04E+05,1.88E-03,0.00E+00,7.06E-04,4.24E-06,1.88E-05,9.51E-07,4.30E-05,7.14E-11,7.04E-02,5.59E-03
13800,1.10E+05,1.04E+05,1.88E-03,0.00E+00,7.07E-04,4.22E-06,5.23E-05,9.81E-07,1.57E-04,7.14E-11,7.02E-02,5.96E-03
14400,1.10E+05,1.04E+05,1.88E-03,0.00E+00,7.08E-04,4.21E-06,9.36E-05,2.26E-06,2.67E-04,7.15E-11,6.99E-02,6.33E-03
15000,1.10E+05,1.04E+05,1.88E-03,0.00E+00,7.09E-04,4.18E-06,1.35E-04,3.32E-07,3.86E-04,8.44E-11,6.95E-02,6.69E-03
15600,1.10E+05,1.04E+05,1.88E-03,0.00E+00,7.11E-04,4.17E-06,1.56E-04,3.95E-06,5.23E-04,2.18E-10,6.90E-02,7.06E-03
16200,1.10E+05,1.04E+05,1.88E-03,0.00E+00,7.13E-04,4.14E-06,1.76E-04,3.11E-06,6.66E-04,7.81E-08,6.84E-02,7.43E-03
16800,1.10E+05,1.04E+05,1.88E-03,0.00E+00,7.14E-04,4.12E-06,2.00E-04,4.85E-06,7.99E-04,5.98E-07,6.77E-02,7.79E-03
17400,1.10E+05,1.04E+05,1.88E-03,0.00E+00,7.16E-04,4.11E-06,2.39E-04,1.90E-06,9.22E-04,1.80E-06,6.70E-02,8.16E-03
18000,1.10E+05,1.04E+05,1.88E-03,0.00E+00,7.17E-04,4.09E-06,2.65E-04,7.26E-06,1.06E-03,3.33E-06,6.63E-02,8.53E-03
18600,1.10E+05,1.04E+05,1.76E-03,5.16E-05,7.63E-04,4.01E-06,1.33E-04,6.13E-05,1.18E-03,1.86E-06,6.29E-02,8.53E-03
19200,1.10E+05,1.04E+05,1.73E-03,5.17E-05,7.82E-04,3.99E-06,9.32E-05,5.29E-05,1.24E-03,1.35E-06,6.13E-02,8.53E-03
19800,1.10E+05,1.04E+05,1.72E-03,5.17E-05,7.97E-04,3.98E-06,8.36E-05,4.23E-05,1.26E-03,1.12E-06,6.00E-02,8.53E-03
20400,1.10E+05,1.04E+05,1.70E-03,5.17E-05,8.13E-04,3.97E-06,8.11E-05,3.19E-05,1.26E-03,9.64E-07,5.87E-02,8.53E-03
21000,1.10E+05,1.04E+05,1.69E-03,5.17E-05,8.32E-04,3.96E-06,8.28E-05,2.33E-05,1.26E-03,8.41E-07,5.74E-02,8.53E-03
21600,1.10E+05,1.04E+05,1.66E-03,5.10E-05,8.58E-04,3.95E-06,8.30E-05,1.94E-05,1.26E-03,7.36E-07,5.61E-02,8.53E-03
22200,1.10E+05,1.04E+05,1.67E-03,1.94E-05,8.82E-04,3.94E-06,8.22E-05,1.67E-05,1.25E-03,6.50E-07,5.48E-02,8.53E-03
22800,1.10E+05,1.04E+05,1.68E-03,6.33E-06,8.85E-04,3.95E-06,8.70E-05,1.08E-05,1.25E-03,6.18E-07,5.24E-02,8.53E-03
23400,1.10E+05,1.04E+05,1.68E-03,2.41E-06,8.90E-04,3.95E-06,8.92E-05,9.67E-06,1.24E-03,5.92E-07,4.98E-02,8.53E-03
24000,1.10E+05,1.04E+05,1.68E-03,9.14E-07,8.93E-04,3.96E-06,9.06E-05,8.56E-06,1.24E-03,5.73E-07,4.71E-02,8.53E-03
24600,1.10E+05,1.04E+05,1.68E-03,2.06E-07,8.95E-04,3.96E-06,9.19E-05,7.06E-06,1.23E-03,5.59E-07,4.44E-02,8.53E-03
25200,1.10E+05,1.04E+05,1.68E-03,1.56E-08,8.96E-04,3.96E-06,9.19E-05,6.53E-06,1.23E-03,5.49E-07,4.23E-02,8.53E-03
25800,1.10E+05,1.04E+05,1.68E-03,0.00E+00,8.97E-04,3.97E-06,9.16E-05,5.82E-06,1.23E-03,5.39E-07,4.11E-02,8.53E-03
26400,1.10E+05,1.04E+05,1.68E-03,0.00E+00,8.99E-04,3.97E-06,9.07E-05,5.16E-06,1.22E-03,5.29E-07,4.06E-02,8.53E-03
27000,1.10E+05,1.04E+05,1.68E-03,0.00E+00,9.01E-04,3.97E-06,8.86E-05,5.80E-06,1.22E-03,5.19E-07,4.08E-02,8.53E-03
27600,1.10E+05,1.04E+05,1.68E-03,0.00E+00,9.02E-04,3.98E-06,8.80E-05,5.04E-06,1.22E-03,5.10E-07,4.17E-02,8.53E-03
28200,1.10E+05,1.04E+05,1.68E-03,0.00E+00,9.04E-04,3.98E-06,8.77E-05,3.81E-06,1.21E-03,5.01E-07,4.30E-02,8.53E-03
28800,1.10E+05,1.04E+05,1.68E-03,0.00E+00,9.06E-04,3.98E-06,8.71E-05,3.29E-06,1.21E-03,4.93E-07,4.43E-02,8.53E-03
29400,1.10E+05,1.04E+05,1.68E-03,0.00E+00,9.08E-04,3.98E-06,8.62E-05,3.37E-06,1.21E-03,4.85E-07,4.57E-02,8.53E-03
30000,1.10E+05,1.04E+05,1.68E-03,0.00E+00,9.10E-04,3.99E-06,8.56E-05,2.90E-06,1.20E-03,4.76E-07,4.74E-02,8.53E-03
30600,1.10E+05,1.04E+05,1.68E-03,0.00E+00,9.12E-04,3.99E-06,8.45E-05,2.91E-06,1.20E-03,4.68E-07,4.95E-02,8.53E-03
31200,1.10E+05,1.04E+05,1.68E-03,0.00E+00,9.14E-04,3.99E-06,8.34E-05,2.83E-06,1.20E-03,4.60E-07,5.21E-02,8.53E-03
31800,1.10E+05,1.04E+05,1.68E-03,0.00E+00,9.16E-04,3.99E-06,8.28E-05,2.35E-06,1.19E-03,4.52E-07,5.50E-02,8.53E-03
32400,1.10E+05,1.04E+05,1.67E-03,0.00E+00,9.18E-04,3.99E-06,8.22E-05,1.91E-06,1.19E-03,4.44E-07,5.79E-02,8.53E-03
33000,1.10E+05,1.04E+05,1.67E-03,0.00E+00,9.20E-04,4.00E-06,8.13E-05,1.83E-06,1.19E-03,4.35E-07,6.07E-02,8.53E-03
33600,1.10E+05,1.04E+05,1.67E-03,0.00E+00,9.23E-04,4.00E-06,8.03E-05,1.88E-06,1.18E-03,4.27E-07,6.31E-02,8.53E-03
34200,1.10E+05,1.04E+05,1.67E-03,0.00E+00,9.25E-04,4.00E-06,7.96E-05,1.59E-06,1.18E-03,4.18E-07,6.51E-02,8.53E-03
34800,1.10E+05,1.04E+05,1.67E-03,0.00E+00,9.27E-04,4.00E-06,7.88E-05,1.43E-06,1.17E-03,4.10E-07,6.72E-02,8.53E-03
35400,1.10E+05,1.04E+05,1.67E-03,0.00E+00,9.29E-04,4.01E-06,7.79E-05,1.32E-06,1.17E-03,4.01E-07,6.97E-02,8.53E-03
36000,1.10E+05,1.04E+05,1.67E-03,0.00E+00,9.31E-04,4.01E-06,7.65E-05,1.65E-06,1.16E-03,3.91E-07,7.26E-02,8.53E-03
36600,1.10E+05,1.04E+05,1.67E-03,0.00E+00,9.34E-04,4.01E-06,7.62E-05,1.17E-06,1.16E-03,3.84E-07,7.56E-02,8.53E-03
37200,1.10E+05,1.04E+05,1.67E-03,0.00E+00,9.36E-04,4.01E-06,7.59E-05,8.18E-07,1.15E-03,3.79E-07,7.91E-02,8.53E-03
37800,1.10E+05,1.04E+05,1.67E-03,0.00E+00,9.38E-04,4.01E-06,7.56E-05,4.67E-07,1.15E-03,3.74E-07,8.38E-02,8.53E-03
38400,1.10E+05,1.04E+05,1.67E-03,0.00E+00,9.40E-04,4.02E-06,7.51E-05,6.19E-07,1.14E-03,3.70E-07,9.03E-02,8.53E-03
39000,1.10E+05,1.04E+05,1.67E-03,0.00E+00,9.42E-04,4.02E-06,7.47E-05,4.58E-07,1.14E-03,3.66E-07,9.82E-02,8.53E-03
39600,1.10E+05,1.04E+05,1.67E-03,0.00E+00,9.44E-04,4.02E-06,7.41E-05,4.67E-07,1.13E-03,3.62E-07,1.07E-01,8.53E-03
40200,1.10E+05,1.04E+05,1.67E-03,0.00E+00,9.46E-04,4.02E-06,7.36E-05,3.69E-07,1.13E-03,3.58E-07,1.15E-01,8.53E-03
40800,1.10E+05,1.04E+05,1.66E-03,0.00E+00,9.48E-04,4.02E-06,7.31E-05,3.09E-07,1.12E-03,3.53E-07,1.22E-01,8.53E-03
41400,1.10E+05,1.04E+05,1.66E-03,0.00E+00,9.49E-04,4.03E-06,7.25E-05,3.64E-07,1.12E-03,3.49E-07,1.28E-01,8.53E-03
42000,1.10E+05,1.04E+05,1.66E-03,0.00E+00,9.51E-04,4.03E-06,7.18E-05,3.18E-07,1.11E-03,3.45E-07,1.34E-01,8.53E-03
42600,1.10E+05,1.04E+05,1.66E-03,0.00E+00,9.53E-04,4.03E-06,7.02E-05,1.26E-06,1.11E-03,3.40E-07,1.38E-01,8.53E-03
43200,1.10E+05,1.04E+05,1.66E-03,0.00E+00,9.54E-04,4.03E-06,6.94E-05,1.35E-06,1.10E-03,3.36E-07,1.43E-01,8.53E-03
43800,1.10E+05,1.04E+05,1.66E-03,0.00E+00,9.55E-04,4.04E-06,6.88E-05,1.28E-06,1.10E-03,3.32E-07,1.46E-01,8.53E-03
44400,1.10E+05,1.04E+05,1.66E-03,0.00E+00,9.56E-04,4.04E-06,6.82E-05,1.27E-06,1.09E-03,3.27E-07,1.50E-01,8.53E-03
45000,1.10E+05,1.04E+05,1.66E-03,0.00E+00,9.57E-04,4.04E-06,6.75E-05,1.28E-06,1.09E-03,3.23E-07,1.53E-01,8.53E-03
45600,1.10E+05,1.04E+05,1.66E-03,0.00E+00,9.58E-04,4.04E-06,6.67E-05,1.32E-06,1.08E-03,3.19E-07,1.56E-01,8.53E-03
46200,1.10E+05,1.04E+05,1.66E-03,0.00E+00,9.59E-04,4.04E-06,6.60E-05,1.27E-06,1.08E-03,3.15E-07,1.59E-01,8.53E-03
46800,1.10E+05,1.04E+05,1.66E-03,0.00E+00,9.60E-04,4.05E-06,6.53E-05,1.20E-06,1.07E-03,3.11E-07,1.62E-01,8.53E-03
47400,1.10E+05,1.04E+05,1.66E-03,0.00E+00,9.61E-04,4.05E-06,6.45E-05,1.17E-06,1.07E-03,3.08E-07,1.63E-01,8.53E-03
48000,1.10E+05,1.04E+05,1.66E-03,0.00E+00,9.62E-04,4.05E-06,6.36E-05,1.13E-06,1.06E-03,3.04E-07,1.64E-01,8.53E-03
48600,1.10E+05,1.04E+05,1.65E-03,0.00E+00,9.62E-04,4.05E-06,6.28E-05,1.10E-06,1.06E-03,3.00E-07,1.64E-01,8.53E-03
49200,1.10E+05,1.04E+05,1.65E-03,0.00E+00,9.63E-04,4.05E-06,6.18E-05,1.10E-06,1.06E-03,2.96E-07,1.64E-01,8.53E-03
49800,1.10E+05,1.04E+05,1.65E-03,0.00E+00,9.64E-04,4.06E-06,6.09E-05,1.03E-06,1.05E-03,2.93E-07,1.65E-01,8.53E-03
50400,1.10E+05,1.04E+05,1.65E-03,0.00E+00,9.64E-04,4.06E-06,6.03E-05,9.47E-07,1.05E-03,2.89E-07,1.66E-01,8.53E-03
51000,1.10E+05,1.04E+05,1.65E-03,0.00E+00,9.64E-04,4.06E-06,5.98E-05,7.65E-07,1.04E-03,2.86E-07,1.67E-01,8.53E-03
51600,1.10E+05,1.04E+05,1.65E-03,0.00E+00,9.65E-04,4.06E-06,5.95E-05,3.96E-07,1.04E-03,2.82E-07,1.69E-01,8.53E-03
52200,1.10E+05,1.04E+05,1.65E-03,0.00E+00,9.65E-04,4.07E-06,5.92E-05,9.20E-08,1.04E-03,2.79E-07,1.72E-01,8.53E-03
52800,1.10E+05,1.04E+05,1.65E-03,0.00E+00,9.65E-04,4.07E-06,5.89E-05,0.00E+00,1.03E-03,2.75E-07,1.74E-01,8.53E-03
53400,1.10E+05,1.04E+05,1.65E-03,0.00E+00,9.66E-04,4.07E-06,5.86E-05,0.00E+00,1.03E-03,2.72E-07,1.76E-01,8.53E-03
54000,1.10E+05,1.04E+05,1.65E-03,0.00E+00,9.66E-04,4.07E-06,5.83E-05,0.00E+00,1.02E-03,2.69E-07,1.78E-01,8.53E-03
54600,1.10E+05,1.04E+05,1.65E-03,0.00E+00,9.67E-04,4.08E-06,5.80E-05,0.00E+00,1.02E-03,2.66E-07,1.79E-01,8.53E-03
55200,1.10E+05,1.04E+05,1.64E-03,0.00E+00,9.68E-04,4.08E-06,5.76E-05,0.00E+00,1.01E-03,2.63E-07,1.80E-01,8.53E-03
55800,1.10E+05,1.04E+05,1.64E-03,0.00E+00,9.68E-04,4.08E-06,5.73E-05,0.00E+00,1.01E-03,2.59E-07,1.82E-01,8.53E-03
56400,1.10E+05,1.04E+05,1.64E-03,0.00E+00,9.69E-04,4.09E-06,5.69E-05,0.00E+00,1.01E-03,2.56E-07,1.83E-01,8.53E-03
57000,1.10E+05,1.04E+05,1.64E-03,0.00E+00,9.70E-04,4.09E-06,5.65E-05,0.00E+00,1.00E-03,2.53E-07,1.85E-01,8.53E-03
57600,1.10E+05,1.04E+05,1.64E-03,0.00E+00,9.71E-04,4.09E-06,5.61E-05,0.00E+00,9.99E-04,2.49E-07,1.86E-01,8.53E-03
58200,1.10E+05,1.04E+05,1.64E-03,0.00E+00,9.72E-04,4.09E-06,5.57E-05,0.00E+00,9.95E-04,2.46E-07,1.88E-01,8.53E-03
58800,1.10E+05,1.04E+05,1.64E-03,0.00E+00,9.73E-04,4.10E-06,5.53E-05,0.00E+00,9.91E-04,2.42E-07,1.90E-01,8.53E-03
59400,1.10E+05,1.04E+05,1.64E-03,0.00E+00,9.74E-04,4.10E-06,5.49E-05,0.00E+00,9.87E-04,2.39E-07,1.91E-01,8.53E-03
60000,1.10E+05,1.04E+05,1.63E-03,0.00E+00,9.75E-04,4.10E-06,5.46E-05,0.00E+00,9.84E-04,2.36E-07,1.93E-01,8.53E-03
60600,1.10E+05,1.04E+05,1.63E-03,0.00E+00,9.76E-04,4.11E-06,5.42E-05,0.00E+00,9.80E-04,2.32E-07,1.95E-01,8.53E-03
61200,1.10E+05,1.04E+05,1.63E-03,0.00E+00,9.77E-04,4.11E-06,5.38E-05,0.00E+00,9.76E-04,2.28E-07,1.97E-01,8.53E-03
61800,1.10E+05,1.04E+05,1.63E-03,0.00E+00,9.79E-04,4.11E-06,5.33E-05,0.00E+00,9.72E-04,2.25E-07,1.99E-01,8.53E-03
62400,1.10E+05,1.04E+05,1.63E-03,0.00E+00,9.80E-04,4.12E-06,5.28E-05,0.00E+00,9.69E-04,2.21E-07,2.01E-01,8.53E-03
63000,1.10E+05,1.04E+05,1.63E-03,0.00E+00,9.82E-04,4.12E-06,5.23E-05,0.00E+00,9.65E-04,2.17E-07,2.03E-01,8.53E-03
63600,1.10E+05,1.04E+05,1.63E-03,0.00E+00,9.84E-04,4.12E-06,5.17E-05,0.00E+00,9.62E-04,2.13E-07,2.05E-01,8.53E-03
64200,1.10E+05,1.04E+05,1.62E-03,0.00E+00,9.85E-04,4.12E-06,5.10E-05,0.00E+00,9.58E-04,2.09E-07,2.07E-01,8.53E-03
64800,1.10E+05,1.04E+05,1.62E-03,0.00E+00,9.87E-04,4.13E-06,4.85E-05,1.74E-06,9.55E-04,2.05E-07,2.08E-01,8.53E-03
65400,1.10E+05,1.04E+05,1.62E-03,0.00E+00,9.89E-04,4.13E-06,4.77E-05,1.74E-06,9.52E-04,2.01E-07,2.10E-01,8.53E-03
66000,1.10E+05,1.04E+05,1.62E-03,0.00E+00,9.92E-04,4.13E-06,4.67E-05,1.74E-06,9.49E-04,1.97E-07,2.12E-01,8.53E-03
66600,1.10E+05,1.04E+05,1.62E-03,0.00E+00,9.94E-04,4.14E-06,4.59E-05,1.54E-06,9.46E-04,1.92E-07,2.13E-01,8.53E-03
67200,1.10E+05,1.04E+05,1.61E-03,0.00E+00,9.97E-04,4.14E-06,4.31E-05,3.17E-06,9.44E-04,1.88E-07,2.14E-01,8.53E-03
67800,1.10E+05,1.04E+05,1.61E-03,0.00E+00,1.00E-03,4.14E-06,4.22E-05,3.08E-06,9.41E-04,1.83E-07,2.16E-01,8.53E-03
68400,1.10E+05,1.04E+05,1.61E-03,0.00E+00,1.00E-03,4.14E-06,4.13E-05,3.05E-06,9.38E-04,1.79E-07,2.17E-01,8.53E-03
69000,1.10E+05,1.04E+05,1.60E-03,0.00E+00,1.01E-03,4.15E-06,4.02E-05,3.00E-06,9.35E-04,1.74E-07,2.18E-01,8.53E-03
69600,1.10E+05,1.04E+05,1.60E-03,0.00E+00,1.01E-03,4.15E-06,3.71E-05,4.90E-06,9.33E-04,1.70E-07,2.20E-01,8.53E-03
70200,1.10E+05,1.04E+05,1.60E-03,0.00E+00,1.01E-03,4.15E-06,3.58E-05,4.85E-06,9.30E-04,1.65E-07,2.21E-01,8.53E-03
70800,1.10E+05,1.04E+05,1.59E-03,0.00E+00,1.02E-03,4.15E-06,3.43E-05,4.80E-06,9.28E-04,1.60E-07,2.23E-01,8.53E-03
71400,1.10E+05,1.04E+05,1.59E-03,0.00E+00,1.03E-03,4.15E-06,3.26E-05,4.73E-06,9.26E-04,1.54E-07,2.25E-01,8.53E-03
72000,1.10E+05,1.04E+05,1.58E-03,0.00E+00,1.03E-03,4.15E-06,3.07E-05,4.65E-06,9.24E-04,1.49E-07,2.27E-01,8.53E-03
72600,1.10E+05,1.04E+05,1.55E-03,2.54E-05,1.04E-03,4.15E-06,2.86E-05,4.56E-06,9.23E-04,1.43E-07,2.28E-01,8.53E-03
73200,1.10E+05,1.04E+05,1.54E-03,2.54E-05,1.05E-03,4.14E-06,2.44E-05,6.20E-06,9.21E-04,1.37E-07,2.30E-01,8.53E-03
73800,1.10E+05,1.04E+05,1.54E-03,2.54E-05,1.06E-03,4.14E-06,2.17E-05,6.16E-06,9.20E-04,1.31E-07,2.32E-01,8.53E-03
74400,1.10E+05,1.04E+05,1.53E-03,2.54E-05,1.07E-03,4.13E-06,1.79E-05,6.85E-06,9.18E-04,1.24E-07,2.35E-01,8.53E-03
75000,1.10E+05,1.04E+05,1.51E-03,2.54E-05,1.08E-03,4.11E-06,1.48E-05,6.35E-06,9.17E-04,1.16E-07,2.37E-01,8.53E-03
75600,1.10E+05,1.04E+05,1.50E-03,2.54E-05,1.10E-03,4.10E-06,1.18E-05,5.91E-06,9.16E-04,1.08E-07,2.40E-01,8.53E-03
76200,1.10E+05,1.04E+05,1.48E-03,2.54E-05,1.13E-03,4.07E-06,9.94E-06,5.06E-06,9.12E-04,9.97E-08,2.43E-01,8.53E-03
76800,1.10E+05,1.04E+05,1.46E-03,1.85E-05,1.16E-03,4.04E-06,7.66E-06,4.80E-06,9.08E-04,9.06E-08,2.46E-01,8.53E-03
77400,1.10E+05,1.04E+05,1.46E-03,4.35E-06,1.18E-03,4.02E-06,6.94E-06,4.28E-06,9.05E-04,8.62E-08,2.54E-01,8.53E-03
78000,1.10E+05,1.04E+05,1.46E-03,1.63E-06,1.18E-03,4.03E-06,6.57E-06,4.07E-06,9.02E-04,8.49E-08,2.65E-01,8.53E-03
78600,1.10E+05,1.04E+05,1.46E-03,9.93E-07,1.18E-03,4.03E-06,6.26E-06,3.90E-06,9.00E-04,8.42E-08,2.72E-01,8.53E-03
79200,1.10E+05,1.04E+05,1.46E-03,3.95E-07,1.18E-03,4.04E-06,6.10E-06,3.64E-06,8.98E-04,8.39E-08,2.76E-01,8.53E-03
79800,1.10E+05,1.04E+05,1.46E-03,7.39E-08,1.18E-03,4.04E-06,5.86E-06,3.51E-06,8.95E-04,8.42E-08,2.79E-01,8.53E-03
80400,1.10E+05,1.04E+05,1.46E-03,2.40E-08,1.19E-03,4.05E-06,5.65E-06,3.42E-06,8.93E-04,8.46E-08,2.81E-01,8.53E-03
81000,1.10E+05,1.04E+05,1.46E-03,6.41E-08,1.19E-03,4.05E-06,5.43E-06,3.33E-06,8.91E-04,8.50E-08,2.84E-01,8.53E-03
81600,1.10E+05,1.04E+05,1.45E-03,0.00E+00,1.19E-03,4.06E-06,5.21E-06,3.23E-06,8.89E-04,8.53E-08,2.86E-01,8.53E-03
82200,1.10E+05,1.04E+05,1.45E-03,0.00E+00,1.19E-03,4.06E-06,4.97E-06,3.12E-06,8.87E-04,8.55E-08,2.88E-01,8.53E-03
82800,1.10E+05,1.04E+05,1.45E-03,0.00E+00,1.19E-03,4.07E-06,4.74E-06,2.98E-06,8.85E-04,8.56E-08,2.90E-01,8.53E-03
83400,1.10E+05,1.04E+05,1.45E-03,0.00E+00,1.19E-03,4.07E-06,4.67E-06,2.73E-06,8.83E-04,8.57E-08,2.92E-01,8.53E-03
84000,1.10E+05,1.04E+05,1.45E-03,0.00E+00,1.19E-03,4.08E-06,4.44E-06,2.69E-06,8.81E-04,8.58E-08,2.94E-01,8.53E-03
84600,1.10E+05,1.04E+05,1.45E-03,0.00E+00,1.19E-03,4.08E-06,4.20E-06,2.66E-06,8.78E-04,8.58E-08,2.95E-01,8.53E-03
85200,1.10E+05,1.04E+05,1.45E-03,0.00E+00,1.19E-03,4.09E-06,3.95E-06,2.63E-06,8.76E-04,8.56E-08,2.97E-01,8.53E-03
85800,1.10E+05,1.04E+05,1.45E-03,0.00E+00,1.19E-03,4.09E-06,3.69E-06,2.59E-06,8.74E-04,8.54E-08,2.98E-01,8.53E-03
86400,1.10E+05,1.04E+05,1.45E-03,0.00E+00,1.19E-03,4.09E-06,3.44E-06,2.53E-06,8.73E-04,8.52E-08,2.99E-01,8.53E-03
