t,p_1,p_2,mob_A,imm_A,diss_A,seal_A,mob_B,imm_B,diss_B,seal_B,M_C,CO2_total
259800,1.10E+05,1.04E+05,1.00E-03,7.49E-06,1.91E-03,6.41E-06,1.85E-09,0.00E+00,7.55E-04,1.87E-08,6.19E-01,8.53E-03
260400,1.10E+05,1.04E+05,1.00E-03,7.49E-06,1.91E-03,6.42E-06,1.85E-09,0.00E+00,7.55E-04,1.88E-08,6.20E-01,8.53E-03
261000,1.10E+05,1.04E+05,1.00E-03,7.49E-06,1.91E-03,6.43E-06,1.85E-09,0.00E+00,7.55E-04,1.89E-08,6.22E-01,8.53E-03
261600,1.10E+05,1.04E+05,9.99E-04,7.49E-06,1.91E-03,6.43E-06,1.85E-09,0.00E+00,7.55E-04,1.89E-08,6.23E-01,8.53E-03
262200,1.10E+05,1.04E+05,9.99E-04,7.49E-06,1.91E-03,6.44E-06,1.85E-09,0.00E+00,7.55E-04,1.90E-08,6.24E-01,8.53E-03
262800,1.10E+05,1.04E+05,9.99E-04,7.49E-06,1.91E-03,6.45E-06,1.85E-09,0.00E+00,7.55E-04,1.91E-08,6.25E-01,8.53E-03
263400,1.10E+05,1.04E+05,9.98E-04,7.49E-06,1.91E-03,6.46E-06,1.85E-09,0.00E+00,7.56E-04,1.92E-08,6.27E-01,8.53E-03
264000,1.10E+05,1.04E+05,9.98E-04,7.49E-06,1.91E-03,6.47E-06,1.85E-09,0.00E+00,7.56E-04,1.93E-08,6.28E-01,8.53E-03
264600,1.10E+05,1.04E+05,9.98E-04,7.49E-06,1.91E-03,6.48E-06,1.85E-09,0.00E+00,7.56E-04,1.93E-08,6.30E-01,8.53E-03
265200,1.10E+05,1.04E+05,9.97E-04,7.49E-06,1.91E-03,6.48E-06,1.85E-09,0.00E+00,7.56E-04,1.94E-08,6.31E-01,8.53E-03
265800,1.10E+05,1.04E+05,9.97E-04,7.49E-06,1.91E-03,6.49E-06,1.85E-09,0.00E+00,7.56E-04,1.95E-08,6.32E-01,8.53E-03
266400,1.10E+05,1.04E+05,9.97E-04,7.49E-06,1.91E-03,6.50E-06,1.85E-09,0.00E+00,7.56E-04,1.96E-08,6.34E-01,8.53E-03
267000,1.10E+05,1.04E+05,9.96E-04,7.49E-06,1.91E-03,6.51E-06,1.85E-09,0.00E+00,7.57E-04,1.96E-08,6.35E-01,8.53E-03
267600,1.10E+05,1.04E+05,9.96E-04,7.49E-06,1.91E-03,6.52E-06,1.85E-09,0.00E+00,7.57E-04,1.97E-08,6.36E-01,8.53E-03
268200,1.10E+05,1.04E+05,9.96E-04,7.49E-06,1.91E-03,6.53E-06,1.85E-09,0.00E+00,7.57E-04,1.98E-08,6.37E-01,8.53E-03
268800,1.10E+05,1.04E+05,9.95E-04,7.49E-06,1.92E-03,6.54E-06,1.85E-09,0.00E+00,7.57E-04,1.99E-08,6.38E-01,8.53E-03
269400,1.10E+05,1.04E+05,9.95E-04,7.49E-06,1.92E-03,6.55E-06,1.85E-09,0.00E+00,7.57E-04,1.99E-08,6.39E-01,8.53E-03
270000,1.10E+05,1.04E+05,9.95E-04,7.49E-06,1.92E-03,6.55E-06,1.85E-09,0.00E+00,7.57E-04,2.00E-08,6.40E-01,8.53E-03
270600,1.10E+05,1.04E+05,9.94E-04,7.49E-06,1.92E-03,6.56E-06,1.85E-09,0.00E+00,7.58E-04,2.01E-08,6.41E-01,8.53E-03
271200,1.10E+05,1.04E+05,9.94E-04,7.49E-06,1.92E-03,6.57E-06,1.85E-09,0.00E+00,7.58E-04,2.02E-08,6.42E-01,8.53E-03
271800,1.10E+05,1.04E+05,9.94E-04,7.49E-06,1.92E-03,6.58E-06,1.85E-09,0.00E+00,7.58E-04,2.02E-08,6.43E-01,8.53E-03
272400,1.10E+05,1.04E+05,9.93E-04,7.49E-06,1.92E-03,6.59E-06,1.85E-09,0.00E+00,7.58E-04,2.03E-08,6.44E-01,8.53E-03
273000,1.10E+05,1.04E+05,9.93E-04,7.49E-06,1.92E-03,6.60E-06,1.85E-09,0.00E+00,7.58E-04,2.04E-08,6.45E-01,8.53E-03
273600,1.10E+05,1.04E+05,9.93E-04,7.49E-06,1.92E-03,6.61E-06,1.85E-09,0.00E+00,7.58E-04,2.05E-08,6.46E-01,8.53E-03
274200,1.10E+05,1.04E+05,9.92E-04,7.49E-06,1.92E-03,6.61E-06,1.85E-09,0.00E+00,7.58E-04,2.05E-08,6.47E-01,8.53E-03
274800,1.10E+05,1.04E+05,9.92E-04,7.49E-06,1.92E-03,6.62E-06,1.85E-09,0.00E+00,7.59E-04,2.06E-08,6.47E-01,8.53E-03
275400,1.10E+05,1.04E+05,9.92E-04,7.49E-06,1.92E-03,6.63E-06,1.85E-09,0.00E+00,7.59E-04,2.07E-08,6.48E-01,8.53E-03
276000,1.10E+05,1.04E+05,9.91E-04,7.49E-06,1.92E-03,6.64E-06,1.85E-09,0.00E+00,7.59E-04,2.08E-08,6.49E-01,8.53E-03
276600,1.10E+05,1.04E+05,9.91E-04,7.49E-06,1.92E-03,6.65E-06,1.84E-09,0.00E+00,7.59E-04,2.08E-08,6.49E-01,8.53E-03
277200,1.10E+05,1.04E+05,9.90E-04,7.49E-06,1.92E-03,6.66E-06,1.84E-09,0.00E+00,7.59E-04,2.09E-08,6.50E-01,8.53E-03
277800,1.10E+05,1.04E+05,9.90E-04,7.49E-06,1.93E-03,6.67E-06,1.84E-09,0.00E+00,7.60E-04,2.10E-08,6.50E-01,8.53E-03
278400,1.10E+05,1.04E+05,9.90E-04,7.49E-06,1.93E-03,6.68E-06,1.84E-09,0.00E+00,7.60E-04,2.10E-08,6.50E-01,8.53E-03
279000,1.10E+05,1.04E+05,9.89E-04,7.49E-06,1.93E-03,6.69E-06,1.84E-09,0.00E+00,7.60E-04,2.11E-08,6.51E-01,8.53E-03
279600,1.10E+05,1.04E+05,9.89E-04,7.49E-06,1.93E-03,6.69E-06,1.84E-09,0.00E+00,7.60E-04,2.12E-08,6.51E-01,8.53E-03
280200,1.10E+05,1.04E+05,9.89E-04,7.49E-06,1.93E-03,6.70E-06,1.84E-09,0.00E+00,7.60E-04,2.13E-08,6.51E-01,8.53E-03
280800,1.10E+05,1.04E+05,9.88E-04,7.49E-06,1.93E-03,6.71E-06,1.84E-09,0.00E+00,7.60E-04,2.13E-08,6.52E-01,8.53E-03
281400,1.10E+05,1.04E+05,9.88E-04,7.49E-06,1.93E-03,6.72E-06,1.84E-09,0.00E+00,7.61E-04,2.14E-08,6.52E-01,8.53E-03
282000,1.10E+05,1.04E+05,9.87E-04,7.49E-06,1.93E-03,6.73E-06,1.84E-09,0.00E+00,7.61E-04,2.15E-08,6.52E-01,8.53E-03
282600,1.10E+05,1.04E+05,9.87E-04,7.49E-06,1.93E-03,6.74E-06,1.84E-09,0.00E+00,7.61E-04,2.15E-08,6.52E-01,8.53E-03
283200,1.10E+05,1.04E+05,9.87E-04,7.49E-06,1.93E-03,6.75E-06,1.84E-09,0.00E+00,7.61E-04,2.16E-08,6.53E-01,8.53E-03
283800,1.10E+05,1.04E+05,9.86E-04,7.49E-06,1.93E-03,6.76E-06,1.84E-09,0.00E+00,7.61E-04,2.17E-08,6.53E-01,8.53E-03
284400,1.10E+05,1.04E+05,9.86E-04,7.49E-06,1.93E-03,6.77E-06,1.84E-09,0.00E+00,7.61E-04,2.17E-08,6.53E-01,8.53E-03
285000,1.10E+05,1.04E+05,9.85E-04,7.49E-06,1.93E-03,6.77E-06,1.84E-09,0.00E+00,7.62E-04,2.18E-08,6.53E-01,8.53E-03
285600,1.10E+05,1.04E+05,9.85E-04,7.49E-06,1.93E-03,6.78E-06,1.84E-09,0.00E+00,7.62E-04,2.19E-08,6.54E-01,8.53E-03
286200,1.10E+05,1.04E+05,9.85E-04,7.49E-06,1.94E-03,6.79E-06,1.84E-09,0.00E+00,7.62E-04,2.19E-08,6.54E-01,8.53E-03
286800,1.10E+05,1.04E+05,9.84E-04,7.49E-06,1.94E-03,6.80E-06,1.84E-09,0.00E+00,7.62E-04,2.20E-08,6.54E-01,8.53E-03
287400,1.10E+05,1.04E+05,9.84E-04,7.49E-06,1.94E-03,6.81E-06,1.84E-09,0.00E+00,7.62E-04,2.21E-08,6.55E-01,8.53E-03
288000,1.10E+05,1.04E+05,9.83E-04,7.49E-06,1.94E-03,6.82E-06,1.84E-09,0.00E+00,7.63E-04,2.21E-08,6.55E-01,8.53E-03
288600,1.10E+05,1.04E+05,9.83E-04,7.49E-06,1.94E-03,6.83E-06,1.84E-09,0.00E+00,7.63E-04,2.22E-08,6.55E-01,8.53E-03
289200,1.10E+05,1.04E+05,9.82E-04,7.49E-06,1.94E-03,6.84E-06,1.84E-09,0.00E+00,7.63E-04,2.23E-08,6.56E-01,8.53E-03
289800,1.10E+05,1.04E+05,9.82E-04,7.49E-06,1.94E-03,6.85E-06,1.84E-09,0.00E+00,7.63E-04,2.23E-08,6.56E-01,8.53E-03
290400,1.10E+05,1.04E+05,9.82E-04,7.49E-06,1.94E-03,6.86E-06,1.84E-09,0.00E+00,7.63E-04,2.24E-08,6.56E-01,8.53E-03
291000,1.10E+05,1.04E+05,9.81E-04,7.49E-06,1.94E-03,6.86E-06,1.84E-09,0.00E+00,7.64E-04,2.24E-08,6.57E-01,8.53E-03
291600,1.10E+05,1.04E+05,9.81E-04,7.49E-06,1.94E-03,6.87E-06,1.84E-09,0.00E+00,7.64E-04,2.25E-08,6.57E-01,8.53E-03
292200,1.10E+05,1.04E+05,9.80E-04,7.49E-06,1.94E-03,6.88E-06,1.84E-09,0.00E+00,7.64E-04,2.26E-08,6.58E-01,8.53E-03
292800,1.10E+05,1.04E+05,9.80E-04,7.49E-06,1.94E-03,6.89E-06,1.84E-09,0.00E+00,7.64E-04,2.26E-08,6.58E-01,8.53E-03
293400,1.10E+05,1.04E+05,9.79E-04,7.49E-06,1.94E-03,6.90E-06,1.84E-09,0.00E+00,7.64E-04,2.27E-08,6.58E-01,8.53E-03
294000,1.10E+05,1.04E+05,9.79E-04,7.49E-06,1.95E-03,6.91E-06,1.84E-09,0.00E+00,7.65E-04,2.27E-08,6.58E-01,8.53E-03
294600,1.10E+05,1.04E+05,9.78E-04,7.49E-06,1.95E-03,6.92E-06,1.84E-09,0.00E+00,7.65E-04,2.28E-08,6.59E-01,8.53E-03
295200,1.10E+05,1.04E+05,9.78E-04,7.49E-06,1.95E-03,6.93E-06,1.84E-09,0.00E+00,7.65E-04,2.28E-08,6.59E-01,8.53E-03
295800,1.10E+05,1.04E+05,9.77E-04,7.49E-06,1.95E-03,6.94E-06,1.84E-09,0.00E+00,7.65E-04,2.29E-08,6.59E-01,8.53E-03
296400,1.10E+05,1.04E+05,9.77E-04,7.49E-06,1.95E-03,6.95E-06,1.84E-09,0.00E+00,7.65E-04,2.30E-08,6.60E-01,8.53E-03
297000,1.10E+05,1.04E+05,9.76E-04,7.49E-06,1.95E-03,6.96E-06,1.84E-09,0.00E+00,7.65E-04,2.30E-08,6.60E-01,8.53E-03
297600,1.10E+05,1.04E+05,9.76E-04,7.49E-06,1.95E-03,6.97E-06,1.84E-09,0.00E+00,7.66E-04,2.31E-08,6.60E-01,8.53E-03
298200,1.10E+05,1.04E+05,9.75E-04,7.49E-06,1.95E-03,6.97E-06,1.84E-09,0.00E+00,7.66E-04,2.31E-08,6.61E-01,8.53E-03
298800,1.10E+05,1.04E+05,9.74E-04,7.49E-06,1.95E-03,6.98E-06,1.84E-09,0.00E+00,7.66E-04,2.32E-08,6.61E-01,8.53E-03
299400,1.10E+05,1.04E+05,9.74E-04,7.49E-06,1.95E-03,6.99E-06,1.84E-09,0.00E+00,7.66E-04,2.32E-08,6.62E-01,8.53E-03
300000,1.10E+05,1.04E+05,9.73E-04,7.49E-06,1.95E-03,7.00E-06,1.84E-09,0.00E+00,7.66E-04,2.33E-08,6.62E-01,8.53E-03
300600,1.10E+05,1.04E+05,9.73E-04,7.49E-06,1.96E-03,7.01E-06,1.84E-09,0.00E+00,7.67E-04,2.33E-08,6.62E-01,8.53E-03
301200,1.10E+05,1.04E+05,9.72E-04,7.49E-06,1.96E-03,7.02E-06,1.84E-09,0.00E+00,7.67E-04,2.33E-08,6.63E-01,8.53E-03
301800,1.10E+05,1.04E+05,9.71E-04,7.49E-06,1.96E-03,7.03E-06,1.84E-09,0.00E+00,7.67E-04,2.34E-08,6.63E-01,8.53E-03
302400,1.10E+05,1.04E+05,9.71E-04,7.49E-06,1.96E-03,7.04E-06,1.84E-09,0.00E+00,7.67E-04,2.34E-08,6.64E-01,8.53E-03
303000,1.10E+05,1.04E+05,9.70E-04,7.49E-06,1.96E-03,7.05E-06,1.84E-09,0.00E+00,7.67E-04,2.34E-08,6.64E-01,8.53E-03
303600,1.10E+05,1.04E+05,9.69E-04,7.49E-06,1.96E-03,7.06E-06,1.84E-09,0.00E+00,7.68E-04,2.35E-08,6.65E-01,8.53E-03
304200,1.10E+05,1.04E+05,9.68E-04,7.49E-06,1.96E-03,7.07E-06,1.84E-09,0.00E+00,7.68E-04,2.35E-08,6.65E-01,8.53E-03
304800,1.10E+05,1.04E+05,9.68E-04,7.49E-06,1.96E-03,7.08E-06,1.83E-09,0.00E+00,7.68E-04,2.35E-08,6.65E-01,8.53E-03
305400,1.10E+05,1.04E+05,9.67E-04,7.49E-06,1.97E-03,7.09E-06,1.83E-09,0.00E+00,7.68E-04,2.36E-08,6.66E-01,8.53E-03
306000,1.10E+05,1.04E+05,9.66E-04,7.49E-06,1.97E-03,7.10E-06,1.83E-09,0.00E+00,7.68E-04,2.36E-08,6.66E-01,8.53E-03
306600,1.10E+05,1.04E+05,9.65E-04,7.49E-06,1.97E-03,7.11E-06,1.83E-09,0.00E+00,7.68E-04,2.36E-08,6.66E-01,8.53E-03
307200,1.10E+05,1.04E+05,9.64E-04,7.49E-06,1.97E-03,7.12E-06,1.83E-09,0.00E+00,7.69E-04,2.36E-08,6.67E-01,8.53E-03
307800,1.10E+05,1.04E+05,9.63E-04,7.49E-06,1.97E-03,7.13E-06,1.83E-09,0.00E+00,7.69E-04,2.36E-08,6.67E-01,8.53E-03
308400,1.10E+05,1.04E+05,9.62E-04,7.49E-06,1.97E-03,7.13E-06,1.83E-09,0.00E+00,7.69E-04,2.37E-08,6.67E-01,8.53E-03
309000,1.10E+05,1.04E+05,9.61E-04,7.49E-06,1.97E-03,7.14E-06,1.83E-09,0.00E+00,7.69E-04,2.37E-08,6.68E-01,8.53E-03
309600,1.10E+05,1.04E+05,9.60E-04,7.49E-06,1.98E-03,7.15E-06,1.83E-09,0.00E+00,7.69E-04,2.37E-08,6.68E-01,8.53E-03
310200,1.10E+05,1.04E+05,9.59E-04,7.49E-06,1.98E-03,7.16E-06,1.83E-09,0.00E+00,7.69E-04,2.37E-08,6.68E-01,8.53E-03
310800,1.10E+05,1.04E+05,9.58E-04,7.49E-06,1.98E-03,7.17E-06,1.83E-09,0.00E+00,7.69E-04,2.37E-08,6.69E-01,8.53E-03
311400,1.10E+05,1.04E+05,9.57E-04,7.49E-06,1.98E-03,7.18E-06,1.83E-09,0.00E+00,7.69E-04,2.37E-08,6.69E-01,8.53E-03
312000,1.10E+05,1.04E+05,9.56E-04,7.49E-06,1.98E-03,7.19E-06,1.83E-09,0.00E+00,7.70E-04,2.37E-08,6.69E-01,8.53E-03
312600,1.10E+05,1.04E+05,9.39E-04,2.30E-05,1.98E-03,7.20E-06,1.83E-09,0.00E+00,7.70E-04,2.37E-08,6.69E-01,8.53E-03
313200,1.10E+05,1.04E+05,9.37E-04,2.30E-05,1.99E-03,7.22E-06,1.83E-09,0.00E+00,7.70E-04,2.37E-08,6.70E-01,8.53E-03
313800,1.10E+05,1.04E+05,9.36E-04,2.30E-05,1.99E-03,7.23E-06,1.83E-09,0.00E+00,7.70E-04,2.36E-08,6.70E-01,8.53E-03
314400,1.10E+05,1.04E+05,9.34E-04,2.30E-05,1.99E-03,7.24E-06,1.83E-09,0.00E+00,7.70E-04,2.36E-08,6.70E-01,8.53E-03
315000,1.10E+05,1.04E+05,9.33E-04,2.30E-05,1.99E-03,7.25E-06,1.83E-09,0.00E+00,7.70E-04,2.36E-08,6.71E-01,8.53E-03
315600,1.10E+05,1.04E+05,9.31E-04,2.30E-05,2.00E-03,7.26E-06,1.83E-09,0.00E+00,7.70E-04,2.36E-08,6.71E-01,8.53E-03
316200,1.10E+05,1.04E+05,9.29E-04,2.30E-05,2.00E-03,7.27E-06,1.83E-09,0.00E+00,7.70E-04,2.35E-08,6.71E-01,8.53E-03
316800,1.10E+05,1.04E+05,9.27E-04,2.30E-05,2.00E-03,7.28E-06,1.83E-09,0.00E+00,7.70E-04,2.35E-08,6.71E-01,8.53E-03
317400,1.10E+05,1.04E+05,9.25E-04,2.30E-05,2.00E-03,7.29E-06,1.83E-09,0.00E+00,7.70E-04,2.35E-08,6.72E-01,8.53E-03
318000,1.10E+05,1.04E+05,9.23E-04,2.30E-05,2.01E-03,7.30E-06,1.83E-09,0.00E+00,7.70E-04,2.34E-08,6.72E-01,8.53E-03
318600,1.10E+05,1.04E+05,9.20E-04,2.30E-05,2.01E-03,7.32E-06,1.83E-09,0.00E+00,7.70E-04,2.34E-08,6.72E-01,8.53E-03
319200,1.10E+05,1.04E+05,9.17E-04,2.30E-05,2.01E-03,7.33E-06,1.83E-09,0.00E+00,7.70E-04,2.33E-08,6.73E-01,8.53E-03
319800,1.10E+05,1.04E+05,9.15E-04,2.30E-05,2.02E-03,7.34E-06,1.83E-09,0.00E+00,7.70E-04,2.32E-08,6.73E-01,8.53E-03
320400,1.10E+05,1.04E+05,9.11E-04,2.30E-05,2.02E-03,7.36E-06,1.83E-09,0.00E+00,7.70E-04,2.31E-08,6.73E-01,8.53E-03
321000,1.10E+05,1.04E+05,9.08E-04,2.30E-05,2.03E-03,7.37E-06,1.83E-09,0.00E+00,7.70E-04,2.30E-08,6.73E-01,8.53E-03
321600,1.10E+05,1.04E+05,9.04E-04,2.30E-05,2.03E-03,7.39E-06,1.83E-09,0.00E+00,7.69E-04,2.29E-08,6.74E-01,8.53E-03
322200,1.10E+05,1.04E+05,8.99E-04,2.30E-05,2.04E-03,7.41E-06,1.83E-09,0.00E+00,7.69E-04,2.27E-08,6.74E-01,8.53E-03
322800,1.10E+05,1.04E+05,8.94E-04,2.30E-05,2.05E-03,7.43E-06,1.83E-09,0.00E+00,7.69E-04,2.26E-08,6.74E-01,8.53E-03
323400,1.10E+05,1.04E+05,8.89E-04,2.30E-05,2.05E-03,7.45E-06,1.83E-09,0.00E+00,7.68E-04,2.24E-08,6.74E-01,8.53E-03
324000,1.10E+05,1.04E+05,8.82E-04,2.30E-05,2.06E-03,7.48E-06,1.83E-09,0.00E+00,7.68E-04,2.22E-08,6.74E-01,8.53E-03
324600,1.10E+05,1.04E+05,8.74E-04,2.30E-05,2.07E-03,7.51E-06,1.83E-09,0.00E+00,7.67E-04,2.19E-08,6.75E-01,8.53E-03
325200,1.10E+05,1.04E+05,8.65E-04,2.30E-05,2.08E-03,7.54E-06,1.83E-09,0.00E+00,7.66E-04,2.16E-08,6.75E-01,8.53E-03
325800,1.10E+05,1.04E+05,8.54E-04,2.30E-05,2.10E-03,7.58E-06,1.83E-09,0.00E+00,7.65E-04,2.12E-08,6.75E-01,8.53E-03
326400,1.10E+05,1.04E+05,8.19E-04,4.49E-05,2.12E-03,7.63E-06,1.83E-09,0.00E+00,7.64E-04,2.07E-08,6.75E-01,8.53E-03
327000,1.10E+05,1.04E+05,8.04E-04,4.46E-05,2.14E-03,7.69E-06,1.83E-09,0.00E+00,7.63E-04,2.01E-08,6.74E-01,8.53E-03
327600,1.10E+05,1.04E+05,8.08E-04,2.44E-05,2.16E-03,7.75E-06,1.83E-09,0.00E+00,7.61E-04,1.96E-08,6.74E-01,8.53E-03
328200,1.10E+05,1.04E+05,8.08E-04,1.85E-05,2.17E-03,7.78E-06,1.83E-09,0.00E+00,7.60E-04,1.94E-08,6.74E-01,8.53E-03
328800,1.10E+05,1.04E+05,8.08E-04,1.62E-05,2.17E-03,7.79E-06,1.83E-09,0.00E+00,7.60E-04,1.93E-08,6.75E-01,8.53E-03
329400,1.10E+05,1.04E+05,8.08E-04,1.53E-05,2.17E-03,7.80E-06,1.83E-09,0.00E+00,7.60E-04,1.93E-08,6.75E-01,8.53E-03
330000,1.10E+05,1.04E+05,8.08E-04,1.49E-05,2.17E-03,7.81E-06,1.83E-09,0.00E+00,7.61E-04,1.94E-08,6.75E-01,8.53E-03
330600,1.10E+05,1.04E+05,8.07E-04,1.48E-05,2.17E-03,7.82E-06,1.83E-09,0.00E+00,7.61E-04,1.94E-08,6.76E-01,8.53E-03
331200,1.10E+05,1.04E+05,8.07E-04,1.48E-05,2.17E-03,7.83E-06,1.83E-09,0.00E+00,7.61E-04,1.95E-08,6.76E-01,8.53E-03
331800,1.10E+05,1.04E+05,8.07E-04,1.48E-05,2.17E-03,7.84E-06,1.83E-09,0.00E+00,7.61E-04,1.96E-08,6.76E-01,8.53E-03
332400,1.10E+05,1.04E+05,8.07E-04,1.48E-05,2.17E-03,7.84E-06,1.83E-09,0.00E+00,7.61E-04,1.97E-08,6.77E-01,8.53E-03
333000,1.10E+05,1.04E+05,8.07E-04,1.48E-05,2.17E-03,7.85E-06,1.83E-09,0.00E+00,7.62E-04,1.97E-08,6.77E-01,8.53E-03
333600,1.10E+05,1.04E+05,8.06E-04,1.48E-05,2.17E-03,7.86E-06,1.83E-09,0.00E+00,7.62E-04,1.98E-08,6.77E-01,8.53E-03
334200,1.10E+05,1.04E+05,8.06E-04,1.48E-05,2.17E-03,7.87E-06,1.82E-09,0.00E+00,7.62E-04,1.99E-08,6.78E-01,8.53E-03
334800,1.10E+05,1.04E+05,8.06E-04,1.48E-05,2.18E-03,7.88E-06,1.82E-09,0.00E+00,7.62E-04,1.99E-08,6.78E-01,8.53E-03
335400,1.10E+05,1.04E+05,8.05E-04,1.48E-05,2.18E-03,7.89E-06,1.82E-09,0.00E+00,7.62E-04,2.00E-08,6.78E-01,8.53E-03
336000,1.10E+05,1.04E+05,8.05E-04,1.48E-05,2.18E-03,7.90E-06,1.82E-09,0.00E+00,7.63E-04,2.00E-08,6.79E-01,8.53E-03
336600,1.10E+05,1.04E+05,8.04E-04,1.48E-05,2.18E-03,7.90E-06,1.82E-09,0.00E+00,7.63E-04,2.01E-08,6.79E-01,8.53E-03
337200,1.10E+05,1.04E+05,8.04E-04,1.48E-05,2.18E-03,7.91E-06,1.82E-09,0.00E+00,7.63E-04,2.01E-08,6.79E-01,8.53E-03
337800,1.10E+05,1.04E+05,8.04E-04,1.48E-05,2.18E-03,7.92E-06,1.82E-09,0.00E+00,7.63E-04,2.02E-08,6.79E-01,8.53E-03
338400,1.10E+05,1.04E+05,8.03E-04,1.48E-05,2.18E-03,7.93E-06,1.82E-09,0.00E+00,7.63E-04,2.02E-08,6.80E-01,8.53E-03
339000,1.10E+05,1.04E+05,8.03E-04,1.48E-05,2.18E-03,7.94E-06,1.82E-09,0.00E+00,7.63E-04,2.03E-08,6.80E-01,8.53E-03
339600,1.10E+05,1.04E+05,8.02E-04,1.48E-05,2.18E-03,7.95E-06,1.82E-09,0.00E+00,7.64E-04,2.03E-08,6.80E-01,8.53E-03
340200,1.10E+05,1.04E+05,8.02E-04,1.48E-05,2.18E-03,7.96E-06,1.82E-09,0.00E+00,7.64E-04,2.04E-08,6.80E-01,8.53E-03
340800,1.10E+05,1.04E+05,8.01E-04,1.48E-05,2.18E-03,7.97E-06,1.82E-09,0.00E+00,7.64E-04,2.04E-08,6.81E-01,8.53E-03
341400,1.10E+05,1.04E+05,8.01E-04,1.48E-05,2.18E-03,7.98E-06,1.82E-09,0.00E+00,7.64E-04,2.05E-08,6.81E-01,8.53E-03
342000,1.10E+05,1.04E+05,8.00E-04,1.48E-05,2.19E-03,7.98E-06,1.82E-09,0.00E+00,7.64E-04,2.05E-08,6.81E-01,8.53E-03
342600,1.10E+05,1.04E+05,8.00E-04,1.48E-05,2.19E-03,7.99E-06,1.82E-09,0.00E+00,7.64E-04,2.06E-08,6.81E-01,8.53E-03
343200,1.10E+05,1.04E+05,7.99E-04,1.48E-05,2.19E-03,8.00E-06,1.82E-09,0.00E+00,7.65E-04,2.06E-08,6.81E-01,8.53E-03
343800,1.10E+05,1.04E+05,7.99E-04,1.48E-05,2.19E-03,8.01E-06,1.82E-09,0.00E+00,7.65E-04,2.07E-08,6.82E-01,8.53E-03
344400,1.10E+05,1.04E+05,7.98E-04,1.48E-05,2.19E-03,8.02E-06,1.82E-09,0.00E+00,7.65E-04,2.07E-08,6.82E-01,8.53E-03
345000,1.10E+05,1.04E+05,7.98E-04,1.48E-05,2.19E-03,8.03E-06,1.82E-09,0.00E+00,7.65E-04,2.08E-08,6.82E-01,8.53E-03
