t,p_1,p_2,mob_A,imm_A,diss_A,seal_A,mob_B,imm_B,diss_B,seal_B,M_C,CO2_total
345600,1.10E+05,1.04E+05,7.97E-04,1.48E-05,2.19E-03,8.04E-06,1.82E-09,0.00E+00,7.65E-04,2.08E-08,6.82E-01,8.53E-03
346200,1.10E+05,1.04E+05,7.97E-04,1.48E-05,2.19E-03,8.05E-06,1.82E-09,0.00E+00,7.66E-04,2.09E-08,6.83E-01,8.53E-03
346800,1.10E+05,1.04E+05,7.97E-04,1.48E-05,2.19E-03,8.05E-06,1.82E-09,0.00E+00,7.66E-04,2.09E-08,6.83E-01,8.53E-03
347400,1.10E+05,1.04E+05,7.96E-04,1.48E-05,2.19E-03,8.06E-06,1.82E-09,0.00E+00,7.66E-04,2.10E-08,6.83E-01,8.53E-03
348000,1.10E+05,1.04E+05,7.96E-04,1.48E-05,2.19E-03,8.07E-06,1.82E-09,0.00E+00,7.66E-04,2.10E-08,6.83E-01,8.53E-03
348600,1.10E+05,1.04E+05,7.95E-04,1.48E-05,2.19E-03,8.08E-06,1.82E-09,0.00E+00,7.66E-04,2.11E-08,6.83E-01,8.53E-03
349200,1.10E+05,1.04E+05,7.95E-04,1.48E-05,2.19E-03,8.09E-06,1.82E-09,0.00E+00,7.66E-04,2.11E-08,6.84E-01,8.53E-03
349800,1.10E+05,1.04E+05,7.94E-04,1.48E-05,2.20E-03,8.10E-06,1.82E-09,0.00E+00,7.67E-04,2.12E-08,6.84E-01,8.53E-03
350400,1.10E+05,1.04E+05,7.94E-04,1.48E-05,2.20E-03,8.11E-06,1.82E-09,0.00E+00,7.67E-04,2.13E-08,6.84E-01,8.53E-03
351000,1.10E+05,1.04E+05,7.93E-04,1.48E-05,2.20E-03,8.12E-06,1.82E-09,0.00E+00,7.67E-04,2.13E-08,6.84E-01,8.53E-03
351600,1.10E+05,1.04E+05,7.93E-04,1.48E-05,2.20E-03,8.12E-06,1.82E-09,0.00E+00,7.67E-04,2.14E-08,6.85E-01,8.53E-03
352200,1.10E+05,1.04E+05,7.93E-04,1.48E-05,2.20E-03,8.13E-06,1.82E-09,0.00E+00,7.67E-04,2.14E-08,6.85E-01,8.53E-03
352800,1.10E+05,1.04E+05,7.92E-04,1.48E-05,2.20E-03,8.14E-06,1.82E-09,0.00E+00,7.67E-04,2.15E-08,6.86E-01,8.53E-03
353400,1.10E+05,1.04E+05,7.92E-04,1.48E-05,2.20E-03,8.15E-06,1.82E-09,0.00E+00,7.68E-04,2.15E-08,6.86E-01,8.53E-03
354000,1.10E+05,1.04E+05,7.91E-04,1.48E-05,2.20E-03,8.16E-06,1.82E-09,0.00E+00,7.68E-04,2.16E-08,6.87E-01,8.53E-03
354600,1.10E+05,1.04E+05,7.91E-04,1.48E-05,2.20E-03,8.17E-06,1.82E-09,0.00E+00,7.68E-04,2.16E-08,6.88E-01,8.53E-03
355200,1.10E+05,1.04E+05,7.90E-04,1.48E-05,2.20E-03,8.18E-06,1.82E-09,0.00E+00,7.68E-04,2.17E-08,6.88E-01,8.53E-03
355800,1.10E+05,1.04E+05,7.90E-04,1.48E-05,2.20E-03,8.19E-06,1.82E-09,0.00E+00,7.68E-04,2.17E-08,6.89E-01,8.53E-03
356400,1.10E+05,1.04E+05,7.90E-04,1.48E-05,2.20E-03,8.19E-06,1.82E-09,0.00E+00,7.69E-04,2.18E-08,6.90E-01,8.53E-03
357000,1.10E+05,1.04E+05,7.89E-04,1.48E-05,2.20E-03,8.20E-06,1.82E-09,0.00E+00,7.69E-04,2.18E-08,6.91E-01,8.53E-03
357600,1.10E+05,1.04E+05,7.89E-04,1.48E-05,2.20E-03,8.21E-06,1.82E-09,0.00E+00,7.69E-04,2.19E-08,6.92E-01,8.53E-03
358200,1.10E+05,1.04E+05,7.88E-04,1.48E-05,2.21E-03,8.22E-06,1.82E-09,0.00E+00,7.69E-04,2.19E-08,6.93E-01,8.53E-03
358800,1.10E+05,1.04E+05,7.88E-04,1.48E-05,2.21E-03,8.23E-06,1.82E-09,0.00E+00,7.69E-04,2.20E-08,6.94E-01,8.53E-03
359400,1.10E+05,1.04E+05,7.87E-04,1.48E-05,2.21E-03,8.24E-06,1.82E-09,0.00E+00,7.69E-04,2.20E-08,6.95E-01,8.53E-03
360000,1.10E+05,1.04E+05,7.87E-04,1.48E-05,2.21E-03,8.25E-06,1.82E-09,0.00E+00,7.70E-04,2.21E-08,6.96E-01,8.53E-03
360600,1.10E+05,1.04E+05,7.86E-04,1.48E-05,2.21E-03,8.26E-06,1.82E-09,0.00E+00,7.70E-04,2.22E-08,6.97E-01,8.53E-03
361200,1.10E+05,1.04E+05,7.86E-04,1.48E-05,2.21E-03,8.27E-06,1.82E-09,0.00E+00,7.70E-04,2.22E-08,6.98E-01,8.53E-03
361800,1.10E+05,1.04E+05,7.86E-04,1.48E-05,2.21E-03,8.27E-06,1.82E-09,0.00E+00,7.70E-04,2.23E-08,6.99E-01,8.53E-03
362400,1.10E+05,1.04E+05,7.85E-04,1.48E-05,2.21E-03,8.28E-06,1.82E-09,0.00E+00,7.70E-04,2.23E-08,7.01E-01,8.53E-03
363000,1.10E+05,1.04E+05,7.85E-04,1.48E-05,2.21E-03,8.29E-06,1.82E-09,0.00E+00,7.70E-04,2.24E-08,7.02E-01,8.53E-03
363600,1.10E+05,1.04E+05,7.84E-04,1.48E-05,2.21E-03,8.30E-06,1.82E-09,0.00E+00,7.71E-04,2.24E-08,7.04E-01,8.53E-03
364200,1.10E+05,1.04E+05,7.84E-04,1.48E-05,2.21E-03,8.31E-06,1.82E-09,0.00E+00,7.71E-04,2.25E-08,7.05E-01,8.53E-03
364800,1.10E+05,1.04E+05,7.83E-04,1.48E-05,2.21E-03,8.32E-06,1.82E-09,0.00E+00,7.71E-04,2.25E-08,7.06E-01,8.53E-03
365400,1.10E+05,1.04E+05,7.83E-04,1.48E-05,2.21E-03,8.33E-06,1.82E-09,0.00E+00,7.71E-04,2.26E-08,7.07E-01,8.53E-03
366000,1.10E+05,1.04E+05,7.82E-04,1.48E-05,2.22E-03,8.34E-06,1.82E-09,0.00E+00,7.71E-04,2.26E-08,7.08E-01,8.53E-03
366600,1.10E+05,1.04E+05,7.82E-04,1.48E-05,2.22E-03,8.35E-06,1.82E-09,0.00E+00,7.71E-04,2.27E-08,7.09E-01,8.53E-03
367200,1.10E+05,1.04E+05,7.81E-04,1.48E-05,2.22E-03,8.35E-06,1.82E-09,0.00E+00,7.72E-04,2.27E-08,7.10E-01,8.53E-03
367800,1.10E+05,1.04E+05,7.81E-04,1.48E-05,2.22E-03,8.36E-06,1.81E-09,0.00E+00,7.72E-04,2.28E-08,7.11E-01,8.53E-03
368400,1.10E+05,1.04E+05,7.80E-04,1.48E-05,2.22E-03,8.37E-06,1.81E-09,0.00E+00,7.72E-04,2.28E-08,7.11E-01,8.53E-03
369000,1.10E+05,1.04E+05,7.80E-04,1.48E-05,2.22E-03,8.38E-06,1.81E-09,0.00E+00,7.72E-04,2.29E-08,7.12E-01,8.53E-03
369600,1.10E+05,1.04E+05,7.79E-04,1.48E-05,2.22E-03,8.39E-06,1.81E-09,0.00E+00,7.72E-04,2.29E-08,7.13E-01,8.53E-03
370200,1.10E+05,1.04E+05,7.79E-04,1.48E-05,2.22E-03,8.40E-06,1.81E-09,0.00E+00,7.72E-04,2.30E-08,7.15E-01,8.53E-03
370800,1.10E+05,1.04E+05,7.78E-04,1.48E-05,2.22E-03,8.41E-06,1.81E-09,0.00E+00,7.73E-04,2.30E-08,7.16E-01,8.53E-03
371400,1.10E+05,1.04E+05,7.78E-04,1.48E-05,2.22E-03,8.42E-06,1.81E-09,0.00E+00,7.73E-04,2.31E-08,7.17E-01,8.53E-03
372000,1.10E+05,1.04E+05,7.77E-04,1.48E-05,2.22E-03,8.42E-06,1.81E-09,0.00E+00,7.73E-04,2.31E-08,7.18E-01,8.53E-03
372600,1.10E+05,1.04E+05,7.77E-04,1.48E-05,2.22E-03,8.43E-06,1.81E-09,0.00E+00,7.73E-04,2.31E-08,7.19E-01,8.53E-03
373200,1.10E+05,1.04E+05,7.76E-04,1.48E-05,2.23E-03,8.44E-06,1.81E-09,0.00E+00,7.73E-04,2.32E-08,7.21E-01,8.53E-03
373800,1.10E+05,1.04E+05,7.76E-04,1.48E-05,2.23E-03,8.45E-06,1.81E-09,0.00E+00,7.73E-04,2.32E-08,7.22E-01,8.53E-03
374400,1.10E+05,1.04E+05,7.75E-04,1.48E-05,2.23E-03,8.46E-06,1.81E-09,0.00E+00,7.74E-04,2.33E-08,7.23E-01,8.53E-03
375000,1.10E+05,1.04E+05,7.75E-04,1.48E-05,2.23E-03,8.47E-06,1.81E-09,0.00E+00,7.74E-04,2.33E-08,7.24E-01,8.53E-03
375600,1.10E+05,1.04E+05,7.74E-04,1.48E-05,2.23E-03,8.48E-06,1.81E-09,0.00E+00,7.74E-04,2.34E-08,7.26E-01,8.53E-03
376200,1.10E+05,1.04E+05,7.74E-04,1.48E-05,2.23E-03,8.49E-06,1.81E-09,0.00E+00,7.74E-04,2.34E-08,7.27E-01,8.53E-03
376800,1.10E+05,1.04E+05,7.73E-04,1.48E-05,2.23E-03,8.50E-06,1.81E-09,0.00E+00,7.74E-04,2.34E-08,7.28E-01,8.53E-03
377400,1.10E+05,1.04E+05,7.73E-04,1.48E-05,2.23E-03,8.50E-06,1.81E-09,0.00E+00,7.74E-04,2.35E-08,7.29E-01,8.53E-03
378000,1.10E+05,1.04E+05,7.72E-04,1.48E-05,2.23E-03,8.51E-06,1.81E-09,0.00E+00,7.75E-04,2.35E-08,7.30E-01,8.53E-03
378600,1.10E+05,1.04E+05,7.71E-04,1.48E-05,2.23E-03,8.52E-06,1.81E-09,0.00E+00,7.75E-04,2.36E-08,7.31E-01,8.53E-03
379200,1.10E+05,1.04E+05,7.71E-04,1.48E-05,2.23E-03,8.53E-06,1.81E-09,0.00E+00,7.75E-04,2.36E-08,7.31E-01,8.53E-03
379800,1.10E+05,1.04E+05,7.70E-04,1.48E-05,2.24E-03,8.54E-06,1.81E-09,0.00E+00,7.75E-04,2.36E-08,7.32E-01,8.53E-03
380400,1.10E+05,1.04E+05,7.70E-04,1.48E-05,2.24E-03,8.55E-06,1.81E-09,0.00E+00,7.75E-04,2.37E-08,7.33E-01,8.53E-03
381000,1.10E+05,1.04E+05,7.69E-04,1.48E-05,2.24E-03,8.56E-06,1.81E-09,0.00E+00,7.75E-04,2.37E-08,7.34E-01,8.53E-03
381600,1.10E+05,1.04E+05,7.68E-04,1.48E-05,2.24E-03,8.57E-06,1.81E-09,0.00E+00,7.76E-04,2.38E-08,7.35E-01,8.53E-03
382200,1.10E+05,1.04E+05,7.68E-04,1.48E-05,2.24E-03,8.58E-06,1.81E-09,0.00E+00,7.76E-04,2.38E-08,7.36E-01,8.53E-03
382800,1.10E+05,1.04E+05,7.67E-04,1.48E-05,2.24E-03,8.59E-06,1.81E-09,0.00E+00,7.76E-04,2.38E-08,7.37E-01,8.53E-03
383400,1.10E+05,1.04E+05,7.66E-04,1.48E-05,2.24E-03,8.60E-06,1.81E-09,0.00E+00,7.76E-04,2.38E-08,7.37E-01,8.53E-03
384000,1.10E+05,1.04E+05,7.65E-04,1.48E-05,2.24E-03,8.60E-06,1.81E-09,0.00E+00,7.76E-04,2.39E-08,7.38E-01,8.53E-03
384600,1.10E+05,1.04E+05,7.65E-04,1.48E-05,2.24E-03,8.61E-06,1.81E-09,0.00E+00,7.76E-04,2.39E-08,7.39E-01,8.53E-03
385200,1.10E+05,1.04E+05,7.64E-04,1.48E-05,2.25E-03,8.62E-06,1.81E-09,0.00E+00,7.76E-04,2.39E-08,7.40E-01,8.53E-03
385800,1.10E+05,1.04E+05,7.63E-04,1.48E-05,2.25E-03,8.63E-06,1.81E-09,0.00E+00,7.77E-04,2.39E-08,7.40E-01,8.53E-03
386400,1.10E+05,1.04E+05,7.62E-04,1.48E-05,2.25E-03,8.64E-06,1.81E-09,0.00E+00,7.77E-04,2.40E-08,7.41E-01,8.53E-03
387000,1.10E+05,1.04E+05,7.61E-04,1.48E-05,2.25E-03,8.65E-06,1.81E-09,0.00E+00,7.77E-04,2.40E-08,7.42E-01,8.53E-03
387600,1.10E+05,1.04E+05,7.61E-04,1.48E-05,2.25E-03,8.66E-06,1.81E-09,0.00E+00,7.77E-04,2.40E-08,7.42E-01,8.53E-03
388200,1.10E+05,1.04E+05,7.60E-04,1.48E-05,2.25E-03,8.67E-06,1.81E-09,0.00E+00,7.77E-04,2.40E-08,7.43E-01,8.53E-03
388800,1.10E+05,1.04E+05,7.59E-04,1.48E-05,2.25E-03,8.68E-06,1.81E-09,0.00E+00,7.77E-04,2.40E-08,7.43E-01,8.53E-03
389400,1.10E+05,1.04E+05,7.58E-04,1.48E-05,2.25E-03,8.69E-06,1.81E-09,0.00E+00,7.77E-04,2.40E-08,7.44E-01,8.53E-03
390000,1.10E+05,1.04E+05,7.57E-04,1.48E-05,2.26E-03,8.70E-06,1.81E-09,0.00E+00,7.77E-04,2.41E-08,7.44E-01,8.53E-03
390600,1.10E+05,1.04E+05,7.56E-04,1.48E-05,2.26E-03,8.71E-06,1.81E-09,0.00E+00,7.77E-04,2.41E-08,7.45E-01,8.53E-03
391200,1.10E+05,1.04E+05,7.55E-04,1.48E-05,2.26E-03,8.72E-06,1.81E-09,0.00E+00,7.78E-04,2.41E-08,7.46E-01,8.53E-03
391800,1.10E+05,1.04E+05,7.53E-04,1.48E-05,2.26E-03,8.73E-06,1.81E-09,0.00E+00,7.78E-04,2.41E-08,7.46E-01,8.53E-03
392400,1.10E+05,1.04E+05,7.52E-04,1.48E-05,2.26E-03,8.74E-06,1.81E-09,0.00E+00,7.78E-04,2.41E-08,7.47E-01,8.53E-03
393000,1.10E+05,1.04E+05,7.44E-04,2.19E-05,2.26E-03,8.75E-06,1.81E-09,0.00E+00,7.78E-04,2.41E-08,7.47E-01,8.53E-03
393600,1.10E+05,1.04E+05,7.42E-04,2.19E-05,2.27E-03,8.76E-06,1.81E-09,0.00E+00,7.78E-04,2.40E-08,7.48E-01,8.53E-03
394200,1.10E+05,1.04E+05,7.41E-04,2.19E-05,2.27E-03,8.77E-06,1.81E-09,0.00E+00,7.78E-04,2.40E-08,7.48E-01,8.53E-03
394800,1.10E+05,1.04E+05,7.40E-04,2.19E-05,2.27E-03,8.78E-06,1.81E-09,0.00E+00,7.78E-04,2.40E-08,7.49E-01,8.53E-03
395400,1.10E+05,1.04E+05,7.38E-04,2.19E-05,2.27E-03,8.79E-06,1.81E-09,0.00E+00,7.78E-04,2.40E-08,7.50E-01,8.53E-03
396000,1.10E+05,1.04E+05,7.36E-04,2.19E-05,2.28E-03,8.80E-06,1.81E-09,0.00E+00,7.78E-04,2.40E-08,7.50E-01,8.53E-03
396600,1.10E+05,1.04E+05,7.34E-04,2.19E-05,2.28E-03,8.81E-06,1.81E-09,0.00E+00,7.78E-04,2.40E-08,7.51E-01,8.53E-03
397200,1.10E+05,1.04E+05,7.33E-04,2.19E-05,2.28E-03,8.82E-06,1.81E-09,0.00E+00,7.78E-04,2.39E-08,7.52E-01,8.53E-03
397800,1.10E+05,1.04E+05,7.30E-04,2.19E-05,2.28E-03,8.83E-06,1.81E-09,0.00E+00,7.78E-04,2.39E-08,7.52E-01,8.53E-03
398400,1.10E+05,1.04E+05,7.28E-04,2.19E-05,2.29E-03,8.85E-06,1.81E-09,0.00E+00,7.78E-04,2.38E-08,7.53E-01,8.53E-03
399000,1.10E+05,1.04E+05,7.26E-04,2.19E-05,2.29E-03,8.86E-06,1.81E-09,0.00E+00,7.78E-04,2.38E-08,7.54E-01,8.53E-03
399600,1.10E+05,1.04E+05,7.23E-04,2.19E-05,2.29E-03,8.87E-06,1.81E-09,0.00E+00,7.78E-04,2.37E-08,7.55E-01,8.53E-03
400200,1.10E+05,1.04E+05,7.20E-04,2.19E-05,2.30E-03,8.89E-06,1.81E-09,0.00E+00,7.78E-04,2.37E-08,7.56E-01,8.53E-03
400800,1.10E+05,1.04E+05,7.17E-04,2.19E-05,2.30E-03,8.90E-06,1.81E-09,0.00E+00,7.78E-04,2.36E-08,7.56E-01,8.53E-03
401400,1.10E+05,1.04E+05,7.14E-04,2.19E-05,2.31E-03,8.92E-06,1.81E-09,0.00E+00,7.78E-04,2.35E-08,7.57E-01,8.53E-03
402000,1.10E+05,1.04E+05,7.10E-04,2.19E-05,2.31E-03,8.93E-06,1.81E-09,0.00E+00,7.77E-04,2.34E-08,7.58E-01,8.53E-03
402600,1.10E+05,1.04E+05,7.06E-04,2.19E-05,2.32E-03,8.95E-06,1.81E-09,0.00E+00,7.77E-04,2.33E-08,7.60E-01,8.53E-03
403200,1.10E+05,1.04E+05,7.01E-04,2.19E-05,2.32E-03,8.97E-06,1.81E-09,0.00E+00,7.77E-04,2.31E-08,7.61E-01,8.53E-03
403800,1.10E+05,1.04E+05,6.96E-04,2.19E-05,2.33E-03,9.00E-06,1.81E-09,0.00E+00,7.77E-04,2.30E-08,7.63E-01,8.53E-03
404400,1.10E+05,1.04E+05,6.90E-04,2.19E-05,2.34E-03,9.02E-06,1.81E-09,0.00E+00,7.76E-04,2.28E-08,7.65E-01,8.53E-03
405000,1.10E+05,1.04E+05,6.83E-04,2.19E-05,2.35E-03,9.05E-06,1.81E-09,0.00E+00,7.76E-04,2.26E-08,7.67E-01,8.53E-03
405600,1.10E+05,1.04E+05,6.76E-04,2.19E-05,2.36E-03,9.08E-06,1.80E-09,0.00E+00,7.75E-04,2.23E-08,7.69E-01,8.53E-03
406200,1.10E+05,1.04E+05,6.66E-04,2.19E-05,2.37E-03,9.12E-06,1.80E-09,0.00E+00,7.74E-04,2.20E-08,7.71E-01,8.53E-03
406800,1.10E+05,1.04E+05,6.55E-04,2.19E-05,2.39E-03,9.17E-06,1.80E-09,0.00E+00,7.73E-04,2.16E-08,7.73E-01,8.53E-03
407400,1.10E+05,1.04E+05,6.21E-04,4.31E-05,2.40E-03,9.22E-06,1.80E-09,0.00E+00,7.72E-04,2.12E-08,7.75E-01,8.53E-03
408000,1.10E+05,1.04E+05,6.07E-04,4.19E-05,2.42E-03,9.28E-06,1.80E-09,0.00E+00,7.70E-04,2.07E-08,7.76E-01,8.53E-03
408600,1.10E+05,1.04E+05,6.10E-04,2.67E-05,2.44E-03,9.34E-06,1.80E-09,0.00E+00,7.69E-04,2.03E-08,7.77E-01,8.53E-03
409200,1.10E+05,1.04E+05,6.10E-04,2.41E-05,2.44E-03,9.35E-06,1.80E-09,0.00E+00,7.69E-04,2.02E-08,7.79E-01,8.53E-03
409800,1.10E+05,1.04E+05,6.09E-04,2.27E-05,2.45E-03,9.37E-06,1.80E-09,0.00E+00,7.69E-04,2.02E-08,7.80E-01,8.53E-03
410400,1.10E+05,1.04E+05,6.09E-04,2.21E-05,2.45E-03,9.38E-06,1.80E-09,0.00E+00,7.69E-04,2.02E-08,7.83E-01,8.53E-03
411000,1.10E+05,1.04E+05,6.09E-04,2.18E-05,2.45E-03,9.38E-06,1.80E-09,0.00E+00,7.69E-04,2.02E-08,7.85E-01,8.53E-03
411600,1.10E+05,1.04E+05,6.08E-04,2.18E-05,2.45E-03,9.39E-06,1.80E-09,0.00E+00,7.70E-04,2.03E-08,7.88E-01,8.53E-03
412200,1.10E+05,1.04E+05,6.08E-04,2.15E-05,2.45E-03,9.40E-06,1.80E-09,0.00E+00,7.70E-04,2.03E-08,7.90E-01,8.53E-03
412800,1.10E+05,1.04E+05,6.08E-04,2.13E-05,2.45E-03,9.41E-06,1.80E-09,0.00E+00,7.70E-04,2.03E-08,7.92E-01,8.53E-03
413400,1.10E+05,1.04E+05,6.07E-04,2.14E-05,2.45E-03,9.42E-06,1.80E-09,0.00E+00,7.70E-04,2.04E-08,7.94E-01,8.53E-03
414000,1.10E+05,1.04E+05,6.07E-04,2.14E-05,2.45E-03,9.43E-06,1.80E-09,0.00E+00,7.70E-04,2.04E-08,7.96E-01,8.53E-03
414600,1.10E+05,1.04E+05,6.06E-04,2.13E-05,2.45E-03,9.43E-06,1.80E-09,0.00E+00,7.70E-04,2.05E-08,7.97E-01,8.53E-03
415200,1.10E+05,1.04E+05,6.06E-04,2.13E-05,2.45E-03,9.44E-06,1.80E-09,0.00E+00,7.70E-04,2.05E-08,7.98E-01,8.53E-03
415800,1.10E+05,1.04E+05,6.06E-04,2.12E-05,2.46E-03,9.45E-06,1.80E-09,0.00E+00,7.71E-04,2.06E-08,7.98E-01,8.53E-03
416400,1.10E+05,1.04E+05,6.05E-04,2.12E-05,2.46E-03,9.46E-06,1.80E-09,0.00E+00,7.71E-04,2.06E-08,7.99E-01,8.53E-03
417000,1.10E+05,1.04E+05,6.05E-04,2.12E-05,2.46E-03,9.47E-06,1.80E-09,0.00E+00,7.71E-04,2.07E-08,7.99E-01,8.53E-03
417600,1.10E+05,1.04E+05,6.04E-04,2.12E-05,2.46E-03,9.48E-06,1.80E-09,0.00E+00,7.71E-04,2.07E-08,7.99E-01,8.53E-03
418200,1.10E+05,1.04E+05,6.04E-04,2.12E-05,2.46E-03,9.48E-06,1.80E-09,0.00E+00,7.71E-04,2.08E-08,8.00E-01,8.53E-03
418800,1.10E+05,1.04E+05,6.03E-04,2.12E-05,2.46E-03,9.49E-06,1.80E-09,0.00E+00,7.71E-04,2.08E-08,8.00E-01,8.53E-03
419400,1.10E+05,1.04E+05,6.03E-04,2.12E-05,2.46E-03,9.50E-06,1.80E-09,0.00E+00,7.72E-04,2.08E-08,8.00E-01,8.53E-03
420000,1.10E+05,1.04E+05,6.02E-04,2.12E-05,2.46E-03,9.51E-06,1.80E-09,0.00E+00,7.72E-04,2.09E-08,8.00E-01,8.53E-03
420600,1.10E+05,1.04E+05,6.02E-04,2.12E-05,2.46E-03,9.52E-06,1.80E-09,0.00E+00,7.72E-04,2.09E-08,8.00E-01,8.53E-03
421200,1.10E+05,1.04E+05,6.02E-04,2.12E-05,2.46E-03,9.53E-06,1.80E-09,0.00E+00,7.72E-04,2.10E-08,8.00E-01,8.53E-03
421800,1.10E+05,1.04E+05,6.01E-04,2.12E-05,2.46E-03,9.53E-06,1.80E-09,0.00E+00,7.72E-04,2.10E-08,8.00E-01,8.53E-03
422400,1.10E+05,1.04E+05,6.01E-04,2.12E-05,2.46E-03,9.54E-06,1.80E-09,0.00E+00,7.72E-04,2.10E-08,8.00E-01,8.53E-03
423000,1.10E+05,1.04E+05,6.00E-04,2.12E-05,2.47E-03,9.55E-06,1.80E-09,0.00E+00,7.72E-04,2.11E-08,8.00E-01,8.53E-03
423600,1.10E+05,1.04E+05,6.00E-04,2.12E-05,2.47E-03,9.56E-06,1.80E-09,0.00E+00,7.73E-04,2.11E-08,8.00E-01,8.53E-03
424200,1.10E+05,1.04E+05,5.99E-04,2.12E-05,2.47E-03,9.57E-06,1.80E-09,0.00E+00,7.73E-04,2.12E-08,8.00E-01,8.53E-03
424800,1.10E+05,1.04E+05,5.99E-04,2.12E-05,2.47E-03,9.58E-06,1.80E-09,0.00E+00,7.73E-04,2.12E-08,8.00E-01,8.53E-03
425400,1.10E+05,1.04E+05,5.98E-04,2.12E-05,2.47E-03,9.58E-06,1.80E-09,0.00E+00,7.73E-04,2.13E-08,8.01E-01,8.53E-03
426000,1.10E+05,1.04E+05,5.98E-04,2.12E-05,2.47E-03,9.59E-06,1.80E-09,0.00E+00,7.73E-04,2.13E-08,8.01E-01,8.53E-03
426600,1.10E+05,1.04E+05,5.97E-04,2.12E-05,2.47E-03,9.60E-06,1.80E-09,0.00E+00,7.73E-04,2.14E-08,8.01E-01,8.53E-03
427200,1.10E+05,1.04E+05,5.97E-04,2.12E-05,2.47E-03,9.61E-06,1.80E-09,0.00E+00,7.74E-04,2.14E-08,8.02E-01,8.53E-03
427800,1.10E+05,1.04E+05,5.97E-04,2.12E-05,2.47E-03,9.62E-06,1.80E-09,0.00E+00,7.74E-04,2.14E-08,8.02E-01,8.53E-03
428400,1.10E+05,1.04E+05,5.96E-04,2.12E-05,2.47E-03,9.63E-06,1.80E-09,0.00E+00,7.74E-04,2.15E-08,8.02E-01,8.53E-03
429000,1.10E+05,1.04E+05,5.96E-04,2.12E-05,2.47E-03,9.63E-06,1.80E-09,0.00E+00,7.74E-04,2.15E-08,8.03E-01,8.53E-03
429600,1.10E+05,1.04E+05,5.95E-04,2.12E-05,2.47E-03,9.64E-06,1.80E-09,0.00E+00,7.74E-04,2.16E-08,8.03E-01,8.53E-03
430200,1.10E+05,1.04E+05,5.95E-04,2.12E-05,2.48E-03,9.65E-06,1.80E-09,0.00E+00,7.74E-04,2.16E-08,8.03E-01,8.53E-03
430800,1.10E+05,1.04E+05,5.94E-04,2.12E-05,2.48E-03,9.66E-06,1.80E-09,0.00E+00,7.75E-04,2.17E-08,8.04E-01,8.53E-03
431400,1.10E+05,1.04E+05,5.94E-04,2.12E-05,2.48E-03,9.67E-06,1.80E-09,0.00E+00,7.75E-04,2.17E-08,8.04E-01,8.53E-03
432000,1.10E+05,1.04E+05,5.94E-04,2.12E-05,2.48E-03,9.67E-06,1.80E-09,0.00E+00,7.75E-04,2.18E-08,8.04E-01,8.53E-03